"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-11-19 ~ 2025-11-18"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 영등포구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 500 ~ 3000 만원"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"176","서울특별시 영등포구 당산동1가","4**","8m미만","18.13","월세","202510","11","500","57","2013","당산로18길","202510~202610","신규","-","","","단독다가구"
"177","서울특별시 영등포구 도림동","2**","8m미만","52.65","월세","202510","11","2,000","70","1996","도림로113나길","202511~202711","신규","-","","","단독다가구"
"178","서울특별시 영등포구 대림동","8**","8m미만","36.00","월세","202510","10","2,000","75","1996","대림로22길","202510~202710","신규","-","","","단독다가구"
"179","서울특별시 영등포구 신길동","3**","8m미만","33.08","월세","202510","10","500","25","1992","가마산로61가길","202510~202710","신규","-","","","단독다가구"
"180","서울특별시 영등포구 신길동","4**","8m미만","25.00","월세","202510","10","500","55","1989","신길로17길","202510~202610","신규","-","","","단독다가구"
"181","서울특별시 영등포구 신길동","2**","8m미만","30.00","월세","202510","10","500","60","1993","신길로54길","202510~202710","신규","-","","","단독다가구"
"182","서울특별시 영등포구 신길동","5**","12m미만","19.02","월세","202510","10","1,000","55","2018","신풍로23길","202510~202710","신규","-","","","단독다가구"
"183","서울특별시 영등포구 도림동","2*","8m미만","23.10","월세","202510","10","500","40","1995","영신로9다길","202510~202710","신규","-","","","단독다가구"
"184","서울특별시 영등포구 대림동","1***","8m미만","15.00","월세","202510","10","500","35","1989","디지털로37가길","202510~202710","신규","-","","","단독다가구"
"185","서울특별시 영등포구 신길동","4***","8m미만","20.00","월세","202510","09","500","62","1974","여의대방로","202510~202610","신규","-","","","단독다가구"
"186","서울특별시 영등포구 영등포동","6**","12m미만","21.93","월세","202510","09","500","60","2019","영신로13길","202510~202610","신규","-","","","단독다가구"
"187","서울특별시 영등포구 대림동","9**","8m미만","35.00","월세","202510","09","1,000","55","1988","시흥대로175길","202510~202710","신규","-","","","단독다가구"
"188","서울특별시 영등포구 대림동","8**","8m미만","25.00","월세","202510","09","1,000","40","1990","디지털로75길","202511~202711","신규","-","","","단독다가구"
"189","서울특별시 영등포구 도림동","8*","8m미만","16.50","월세","202510","09","500","30","2012","도신로29다길","202510~202610","신규","-","","","단독다가구"
"190","서울특별시 영등포구 대림동","1***","8m미만","45.00","월세","202510","09","2,000","45","1997","디지털로37다길","202510~202710","신규","-","","","단독다가구"
"191","서울특별시 영등포구 대림동","1***","8m미만","22.00","월세","202510","08","1,000","40","1993","디지털로37나길","202510~202710","신규","-","","","단독다가구"
"192","서울특별시 영등포구 대림동","7**","12m미만","30.00","월세","202510","06","1,000","50","1986","도림로41길","202510~202610","신규","-","","","단독다가구"
"193","서울특별시 영등포구 당산동3가","4**","8m미만","23.00","월세","202510","05","500","35","1993","당산로27길","202510~202710","신규","-","","","단독다가구"
"194","서울특별시 영등포구 도림동","8*","8m미만","18.02","월세","202510","05","1,000","60","2018","도신로29다길","202510~202710","신규","-","","","단독다가구"
"195","서울특별시 영등포구 신길동","4***","8m미만","50.00","월세","202510","05","2,000","60","1980","신길로38가길","202510~202710","신규","-","","","단독다가구"
"196","서울특별시 영등포구 도림동","2**","8m미만","23.44","월세","202510","04","2,000","55","2020","도영로","202511~202610","신규","-","","","단독다가구"
"197","서울특별시 영등포구 도림동","2**","8m미만","18.21","월세","202510","04","2,000","55","2020","도영로","202512~202711","신규","-","","","단독다가구"
"198","서울특별시 영등포구 대림동","8**","8m미만","27.00","전세","202510","04","3,000","0","1987","대림로29라길","202510~202710","신규","-","","","단독다가구"
"199","서울특별시 영등포구 당산동1가","1**","8m미만","27.54","월세","202510","04","2,000","65","1961","영신로39길","202510~202710","신규","-","","","단독다가구"
"200","서울특별시 영등포구 당산동","1**","8m미만","21.43","월세","202510","03","1,000","55","2012","국회대로53길","202510~202710","신규","-","","","단독다가구"
"201","서울특별시 영등포구 대림동","6**","8m미만","21.84","월세","202510","03","3,000","40","1999","도신로9길","202510~202710","신규","-","","","단독다가구"
"202","서울특별시 영등포구 대림동","8**","8m미만","23.71","월세","202510","03","500","50","1991","디지털로69가길","202510~202710","신규","-","","","단독다가구"
"203","서울특별시 영등포구 신길동","3**","8m미만","32.70","월세","202510","03","1,000","50","","도림로98길","202510~202710","신규","-","","","단독다가구"
"204","서울특별시 영등포구 신길동","2**","8m미만","19.36","월세","202510","03","500","40","2013","도신로","202510~202710","신규","-","","","단독다가구"
"205","서울특별시 영등포구 신길동","4***","8m미만","16.50","월세","202510","03","500","45","2015","대방천로","202510~202610","신규","-","","","단독다가구"
"206","서울특별시 영등포구 영등포동","5**","8m미만","30.00","월세","202510","03","1,000","45","1987","영신로20가길","202511~202711","신규","-","","","단독다가구"
"207","서울특별시 영등포구 대림동","7**","12m미만","26.00","월세","202510","03","1,000","53","2017","대림로27나길","202510~202710","신규","-","","","단독다가구"
"208","서울특별시 영등포구 대림동","8**","8m미만","25.00","월세","202510","02","500","42","2012","대림로12나길","202510~202610","신규","-","","","단독다가구"
"209","서울특별시 영등포구 신길동","2**","8m미만","19.05","월세","202510","02","1,000","53","2017","가마산로69길","202510~202710","신규","-","","","단독다가구"
"210","서울특별시 영등포구 신길동","2***","25m미만","19.06","월세","202510","02","2,000","52","2018","신풍로17길","202510~202710","신규","-","","","단독다가구"
"211","서울특별시 영등포구 신길동","4**","8m미만","42.00","월세","202510","02","1,000","50","1992","신길로15길","202510~202710","신규","-","","","단독다가구"
"212","서울특별시 영등포구 대림동","9**","8m미만","25.00","월세","202510","02","1,000","60","1980","시흥대로181길","202510~202702","신규","-","","","단독다가구"
"213","서울특별시 영등포구 대림동","7**","8m미만","44.81","월세","202510","02","3,000","57","1991","도림로50길","202511~202711","신규","-","","","단독다가구"
"214","서울특별시 영등포구 대림동","1***","8m미만","27.00","월세","202510","02","500","60","1995","도림로31길","202510~202710","신규","-","","","단독다가구"
"215","서울특별시 영등포구 당산동6가","2**","8m미만","23.00","월세","202510","02","2,000","55","1997","당산로48길","202510~202610","신규","-","","","단독다가구"
"216","서울특별시 영등포구 신길동","3**","8m미만","25.00","월세","202510","01","1,000","70","2018","가마산로61길","202511~202711","신규","-","","","단독다가구"
"217","서울특별시 영등포구 대림동","8**","8m미만","17.00","월세","202510","01","500","43","1997","대림로17길","202510~202709","신규","-","","","단독다가구"
"218","서울특별시 영등포구 대림동","1***","8m미만","20.00","월세","202510","01","700","40","1992","디지털로49길","202510~202709","신규","-","","","단독다가구"
"219","서울특별시 영등포구 대림동","8**","8m미만","28.00","월세","202510","01","700","65","1986","디지털로67길","202510~202710","신규","-","","","단독다가구"
"220","서울특별시 영등포구 당산동1가","3**","8m미만","24.90","월세","202510","01","1,000","65","1991","영등포로25길","202510~202710","신규","-","","","단독다가구"
"221","서울특별시 영등포구 당산동3가","1**","8m미만","19.80","월세","202510","01","500","49","1991","국회대로","202510~202610","신규","-","","","단독다가구"
"222","서울특별시 영등포구 신길동","3***","8m미만","33.00","월세","202510","01","500","50","1993","신풍로10길","202510~202710","신규","-","","","단독다가구"
"223","서울특별시 영등포구 양평동2가","3*","8m미만","35.00","월세","202510","01","1,000","55","1993","선유서로25길","202510~202710","신규","-","","","단독다가구"
"224","서울특별시 영등포구 문래동5가","2*","8m미만","26.00","월세","202510","01","3,000","80","2012","선유로9나길","202510~202609","신규","-","","","단독다가구"
"225","서울특별시 영등포구 신길동","9*","8m미만","145.13","월세","202509","30","500","45","1979","영등포로74길","202510~202710","신규","-","","","단독다가구"
"226","서울특별시 영등포구 대림동","7**","25m미만","22.00","월세","202509","30","3,000","57","2019","도신로4길","202510~202710","신규","-","","","단독다가구"
"227","서울특별시 영등포구 문래동5가","2*","12m미만","23.02","월세","202509","29","3,000","45","2012","선유로9나길","202511~202710","신규","-","","","단독다가구"
"228","서울특별시 영등포구 도림동","2**","8m미만","30.00","월세","202509","29","500","40","1994","도신로15나길","202510~202710","신규","-","","","단독다가구"
"229","서울특별시 영등포구 대림동","8**","8m미만","20.00","월세","202509","29","1,000","40","2010","디지털로","202510~202710","신규","-","","","단독다가구"
"230","서울특별시 영등포구 대림동","8**","8m미만","30.00","월세","202509","29","500","45","1991","디지털로69가길","202510~202710","신규","-","","","단독다가구"
"231","서울특별시 영등포구 대림동","8**","8m미만","36.00","월세","202509","29","500","55","1994","디지털로69나길","202510~202710","신규","-","","","단독다가구"
"232","서울특별시 영등포구 대림동","9**","8m미만","50.00","월세","202509","29","1,000","70","1997","디지털로","202510~202710","신규","-","","","단독다가구"
"233","서울특별시 영등포구 신길동","9*","8m미만","143.58","월세","202509","29","2,000","80","1990","영등포로80길","202510~202710","신규","-","","","단독다가구"
"234","서울특별시 영등포구 신길동","3**","8m미만","60.54","월세","202509","29","2,000","66","1989","도림로85길","202510~202710","신규","-","","","단독다가구"
"235","서울특별시 영등포구 대림동","9**","8m미만","14.00","월세","202509","29","500","38","2018","대림로8길","202510~202709","신규","-","","","단독다가구"
"236","서울특별시 영등포구 신길동","3***","25m미만","17.00","월세","202509","28","1,000","55","2022","신풍로14길","202510~202710","신규","-","","","단독다가구"
"237","서울특별시 영등포구 당산동4가","3*","12m미만","19.77","월세","202509","28","1,000","55","2015","당산로","202509~202609","신규","-","","","단독다가구"
"238","서울특별시 영등포구 신길동","2**","8m미만","39.80","월세","202509","28","1,500","40","1995","신길로43길","202510~202710","신규","-","","","단독다가구"
"239","서울특별시 영등포구 신길동","4***","8m미만","21.00","월세","202509","28","2,000","65","2014","신풍로12나길","202511~202711","신규","-","","","단독다가구"
"240","서울특별시 영등포구 대림동","1***","8m미만","18.00","월세","202509","28","1,500","45","2020","디지털로49길","202509~202609","신규","-","","","단독다가구"
"241","서울특별시 영등포구 대림동","1***","8m미만","32.76","월세","202509","28","500","50","1989","디지털로48길","202509~202709","신규","-","","","단독다가구"
